CODE,MUNICIPIO,SI,NO,BLANCO,NULO,NOTES
santa-eulalia-de-riuprimer,Santa Eulàlia de Riuprimer,8578,5188,434,419,El censo de <strong>Santa Eulàlia de Riuprimer</strong> es <strong>18731</strong> y ha participado un <strong>78%</strong>
santa-eulalia-de-roncana,Santa Eulàlia de Ronçana,9691,3472,443,137,El censo de <strong>Santa Eulàlia de Ronçana</strong> es <strong>19526</strong> y ha participado un <strong>70%</strong>
santa-fe-del-penedes,Santa Fe del Penedès,8122,3627,121,151,El censo de <strong>Santa Fe del Penedès</strong> es <strong>17900</strong> y ha participado un <strong>67%</strong>
santa-llogaia-d-alguema,Santa Llogaia d'Àlguema,5000,4644,167,199,El censo de <strong>Santa Llogaia d'Àlguema</strong> es <strong>13046</strong> y ha participado un <strong>77%</strong>
santa-margarida-de-montbui,Santa Margarida de Montbui,5559,4108,376,305,El censo de <strong>Santa Margarida de Montbui</strong> es <strong>13921</strong> y ha participado un <strong>74%</strong>
santa-margarida-i-els-monjos,Santa Margarida i els Monjos,9034,4774,474,251,El censo de <strong>Santa Margarida i els Monjos</strong> es <strong>17822</strong> y ha participado un <strong>82%</strong>
santa-maria-de-besora,Santa Maria de Besora,6664,5254,277,316,El censo de <strong>Santa Maria de Besora</strong> es <strong>18271</strong> y ha participado un <strong>68%</strong>
santa-maria-de-corco,Santa Maria de Corcó,7376,3055,349,430,El censo de <strong>Santa Maria de Corcó</strong> es <strong>15854</strong> y ha participado un <strong>71%</strong>
santa-maria-de-martorelles,Santa Maria de Martorelles,9911,4348,482,447,El censo de <strong>Santa Maria de Martorelles</strong> es <strong>19684</strong> y ha participado un <strong>77%</strong>
santa-maria-de-merles,Santa Maria de Merlès,7519,4208,286,163,El censo de <strong>Santa Maria de Merlès</strong> es <strong>17426</strong> y ha participado un <strong>70%</strong>
santa-maria-de-miralles,Santa Maria de Miralles,9132,3313,302,486,El censo de <strong>Santa Maria de Miralles</strong> es <strong>17798</strong> y ha participado un <strong>74%</strong>
santa-maria-de-palautordera,Santa Maria de Palautordera,9677,5353,206,343,El censo de <strong>Santa Maria de Palautordera</strong> es <strong>19078</strong> y ha participado un <strong>82%</strong>
santa-maria-d-olo,Santa Maria d'Oló,9862,4558,432,340,El censo de <strong>Santa Maria d'Oló</strong> es <strong>18696</strong> y ha participado un <strong>81%</strong>
santa-oliva,Santa Oliva,5188,5730,318,347,El censo de <strong>Santa Oliva</strong> es <strong>16443</strong> y ha participado un <strong>70%</strong>
santa-pau,Santa Pau,8935,3481,315,412,El censo de <strong>Santa Pau</strong> es <strong>18591</strong> y ha participado un <strong>71%</strong>
santa-perpetua-de-mogoda,Santa Perpètua de Mogoda,7308,3532,428,242,El censo de <strong>Santa Perpètua de Mogoda</strong> es <strong>14569</strong> y ha participado un <strong>79%</strong>
santa-susanna,Santa Susanna,6901,5354,174,442,El censo de <strong>Santa Susanna</strong> es <strong>17798</strong> y ha participado un <strong>72%</strong>
santpedor,Santpedor,5540,4803,362,328,El censo de <strong>Santpedor</strong> es <strong>16620</strong> y ha participado un <strong>66%</strong>
sarral,Sarral,5623,3330,204,444,El censo de <strong>Sarral</strong> es <strong>13103</strong> y ha participado un <strong>73%</strong>
sarria-de-ter,Sarrià de Ter,9713,3745,391,259,El censo de <strong>Sarrià de Ter</strong> es <strong>18103</strong> y ha participado un <strong>78%</strong>
sarroca-de-bellera,Sarroca de Bellera,6298,5499,131,195,El censo de <strong>Sarroca de Bellera</strong> es <strong>16105</strong> y ha participado un <strong>75%</strong>
sarroca-de-lleida,Sarroca de Lleida,5781,5165,162,285,El censo de <strong>Sarroca de Lleida</strong> es <strong>15254</strong> y ha participado un <strong>75%</strong>
saus-camallera-i-llampaies,Saus, Camallera i Llampaies,9345,3103,170,349,El censo de <strong>Saus, Camallera i Llampaies</strong> es <strong>17796</strong> y ha participado un <strong>73%</strong>
savalla-del-comtat,Savallà del Comtat,7258,3374,109,460,El censo de <strong>Savallà del Comtat</strong> es <strong>15696</strong> y ha participado un <strong>71%</strong>
senan,Senan,6364,4470,345,356,El censo de <strong>Senan</strong> es <strong>16283</strong> y ha participado un <strong>71%</strong>
senterada,Senterada,5666,3671,461,338,El censo de <strong>Senterada</strong> es <strong>15816</strong> y ha participado un <strong>64%</strong>
sentmenat,Sentmenat,5453,4877,462,492,El censo de <strong>Sentmenat</strong> es <strong>17056</strong> y ha participado un <strong>66%</strong>
serinya,Serinyà,6915,5898,285,149,El censo de <strong>Serinyà</strong> es <strong>18471</strong> y ha participado un <strong>72%</strong>
seros,Seròs,6614,5758,312,208,El censo de <strong>Seròs</strong> es <strong>17180</strong> y ha participado un <strong>75%</strong>
serra-de-daro,Serra de Daró,6486,4326,352,290,El censo de <strong>Serra de Daró</strong> es <strong>17397</strong> y ha participado un <strong>66%</strong>
setcases,Setcases,6225,5676,481,263,El censo de <strong>Setcases</strong> es <strong>18445</strong> y ha participado un <strong>69%</strong>
seva,Seva,5308,3658,499,191,El censo de <strong>Seva</strong> es <strong>14032</strong> y ha participado un <strong>69%</strong>
sidamon,Sidamon,6837,5817,384,382,El censo de <strong>Sidamon</strong> es <strong>18610</strong> y ha participado un <strong>72%</strong>
sils,Sils,6561,3372,337,119,El censo de <strong>Sils</strong> es <strong>14374</strong> y ha participado un <strong>72%</strong>
sitges,Sitges,8015,3012,377,243,El censo de <strong>Sitges</strong> es <strong>16687</strong> y ha participado un <strong>70%</strong>
siurana,Siurana,9267,3930,365,158,El censo de <strong>Siurana</strong> es <strong>19439</strong> y ha participado un <strong>71%</strong>
sobremunt,Sobremunt,6193,3395,252,386,El censo de <strong>Sobremunt</strong> es <strong>14096</strong> y ha participado un <strong>73%</strong>
solivella,Solivella,5163,3161,441,376,El censo de <strong>Solivella</strong> es <strong>12962</strong> y ha participado un <strong>71%</strong>
solsona,Solsona,6942,4350,189,149,El censo de <strong>Solsona</strong> es <strong>15630</strong> y ha participado un <strong>74%</strong>
sora,Sora,7183,5796,222,224,El censo de <strong>Sora</strong> es <strong>17568</strong> y ha participado un <strong>76%</strong>
soriguera,Soriguera,6594,4971,310,287,El censo de <strong>Soriguera</strong> es <strong>15291</strong> y ha participado un <strong>80%</strong>
sort,Sort,6384,5046,482,150,El censo de <strong>Sort</strong> es <strong>16455</strong> y ha participado un <strong>73%</strong>
soses,Soses,9887,5757,445,408,El censo de <strong>Soses</strong> es <strong>19584</strong> y ha participado un <strong>84%</strong>
subirats,Subirats,7427,3471,102,453,El censo de <strong>Subirats</strong> es <strong>15565</strong> y ha participado un <strong>74%</strong>
sudanell,Sudanell,7933,5826,314,464,El censo de <strong>Sudanell</strong> es <strong>19303</strong> y ha participado un <strong>75%</strong>
sunyer,Sunyer,9897,5005,218,402,El censo de <strong>Sunyer</strong> es <strong>20641</strong> y ha participado un <strong>75%</strong>
suria,Súria,5922,4780,141,471,El censo de <strong>Súria</strong> es <strong>15697</strong> y ha participado un <strong>72%</strong>
susqueda,Susqueda,9879,5778,294,254,El censo de <strong>Susqueda</strong> es <strong>20484</strong> y ha participado un <strong>79%</strong>
tagamanent,Tagamanent,6425,5761,496,300,El censo de <strong>Tagamanent</strong> es <strong>16853</strong> y ha participado un <strong>77%</strong>
talamanca,Talamanca,6247,4628,421,425,El censo de <strong>Talamanca</strong> es <strong>16672</strong> y ha participado un <strong>70%</strong>
talarn,Talarn,9053,5612,115,237,El censo de <strong>Talarn</strong> es <strong>19199</strong> y ha participado un <strong>78%</strong>
talavera,Talavera,5290,4331,363,237,El censo de <strong>Talavera</strong> es <strong>14391</strong> y ha participado un <strong>71%</strong>
taradell,Taradell,9260,3150,444,491,El censo de <strong>Taradell</strong> es <strong>16637</strong> y ha participado un <strong>80%</strong>
tarragona,Tarragona,7388,3145,489,374,El censo de <strong>Tarragona</strong> es <strong>14781</strong> y ha participado un <strong>77%</strong>
tarrega,Tàrrega,7937,5793,427,170,El censo de <strong>Tàrrega</strong> es <strong>17389</strong> y ha participado un <strong>82%</strong>
tarres,Tarrés,7373,3274,497,320,El censo de <strong>Tarrés</strong> es <strong>15878</strong> y ha participado un <strong>72%</strong>
tarroja-de-segarra,Tarroja de Segarra,5322,4972,483,461,El censo de <strong>Tarroja de Segarra</strong> es <strong>15335</strong> y ha participado un <strong>73%</strong>
tavernoles,Tavèrnoles,6402,4810,441,243,El censo de <strong>Tavèrnoles</strong> es <strong>16670</strong> y ha participado un <strong>71%</strong>
tavertet,Tavertet,6579,3021,167,210,El censo de <strong>Tavertet</strong> es <strong>13885</strong> y ha participado un <strong>72%</strong>
teia,Teià,9039,5131,117,144,El censo de <strong>Teià</strong> es <strong>19027</strong> y ha participado un <strong>76%</strong>
termens,Térmens,9452,3354,425,476,El censo de <strong>Térmens</strong> es <strong>17790</strong> y ha participado un <strong>77%</strong>
terrades,Terrades,7388,5204,363,232,El censo de <strong>Terrades</strong> es <strong>18325</strong> y ha participado un <strong>72%</strong>
terrassa,Terrassa,5372,5535,353,441,El censo de <strong>Terrassa</strong> es <strong>15420</strong> y ha participado un <strong>76%</strong>
tiana,Tiana,8533,3292,396,455,El censo de <strong>Tiana</strong> es <strong>15695</strong> y ha participado un <strong>81%</strong>
tirvia,Tírvia,5033,3789,400,469,El censo de <strong>Tírvia</strong> es <strong>14669</strong> y ha participado un <strong>66%</strong>
tiurana,Tiurana,6987,4517,235,263,El censo de <strong>Tiurana</strong> es <strong>15724</strong> y ha participado un <strong>76%</strong>
tivenys,Tivenys,7429,4386,272,115,El censo de <strong>Tivenys</strong> es <strong>15469</strong> y ha participado un <strong>79%</strong>
tivissa,Tivissa,8460,4007,403,380,El censo de <strong>Tivissa</strong> es <strong>17367</strong> y ha participado un <strong>76%</strong>
tona,Tona,8329,5308,333,393,El censo de <strong>Tona</strong> es <strong>20221</strong> y ha participado un <strong>71%</strong>
tora,Torà,7308,5193,289,342,El censo de <strong>Torà</strong> es <strong>16849</strong> y ha participado un <strong>78%</strong>
tordera,Tordera,6014,3110,267,361,El censo de <strong>Tordera</strong> es <strong>15190</strong> y ha participado un <strong>64%</strong>
torello,Torelló,5776,3558,125,125,El censo de <strong>Torelló</strong> es <strong>14521</strong> y ha participado un <strong>66%</strong>
tornabous,Tornabous,9075,5483,220,233,El censo de <strong>Tornabous</strong> es <strong>19120</strong> y ha participado un <strong>79%</strong>
torrebesses,Torrebesses,8474,3962,367,320,El censo de <strong>Torrebesses</strong> es <strong>18521</strong> y ha participado un <strong>71%</strong>
torredembarra,Torredembarra,9453,4893,236,484,El censo de <strong>Torredembarra</strong> es <strong>20074</strong> y ha participado un <strong>75%</strong>
torrefarrera,Torrefarrera,6245,5373,150,474,El censo de <strong>Torrefarrera</strong> es <strong>17700</strong> y ha participado un <strong>69%</strong>
torrefeta-i-florejacs,Torrefeta i Florejacs,8591,3941,114,385,El censo de <strong>Torrefeta i Florejacs</strong> es <strong>16247</strong> y ha participado un <strong>80%</strong>
torregrossa,Torregrossa,8487,3634,219,223,El censo de <strong>Torregrossa</strong> es <strong>18316</strong> y ha participado un <strong>69%</strong>
torrelameu,Torrelameu,9464,3238,470,399,El censo de <strong>Torrelameu</strong> es <strong>18493</strong> y ha participado un <strong>73%</strong>
torrelavit,Torrelavit,5635,4185,439,428,El censo de <strong>Torrelavit</strong> es <strong>16440</strong> y ha participado un <strong>65%</strong>
torrelles-de-foix,Torrelles de Foix,9801,4837,176,293,El censo de <strong>Torrelles de Foix</strong> es <strong>20581</strong> y ha participado un <strong>73%</strong>
torrelles-de-llobregat,Torrelles de Llobregat,7380,4468,159,180,El censo de <strong>Torrelles de Llobregat</strong> es <strong>17378</strong> y ha participado un <strong>70%</strong>
torrent,Torrent,7075,3243,108,266,El censo de <strong>Torrent</strong> es <strong>16545</strong> y ha participado un <strong>65%</strong>
torres-de-segre,Torres de Segre,6301,4609,199,292,El censo de <strong>Torres de Segre</strong> es <strong>16845</strong> y ha participado un <strong>68%</strong>
torre-serona,Torre-serona,8420,4629,203,494,El censo de <strong>Torre-serona</strong> es <strong>18593</strong> y ha participado un <strong>74%</strong>
torroella-de-fluvia,Torroella de Fluvià,8654,5295,234,450,El censo de <strong>Torroella de Fluvià</strong> es <strong>18556</strong> y ha participado un <strong>79%</strong>
torroella-de-montgri,Torroella de Montgrí,5203,5767,472,404,El censo de <strong>Torroella de Montgrí</strong> es <strong>17518</strong> y ha participado un <strong>68%</strong>
torroja-del-priorat,Torroja del Priorat,9570,3762,451,118,El censo de <strong>Torroja del Priorat</strong> es <strong>17879</strong> y ha participado un <strong>78%</strong>
tortella,Tortellà,8881,3326,201,413,El censo de <strong>Tortellà</strong> es <strong>17376</strong> y ha participado un <strong>74%</strong>
tortosa,Tortosa,5232,3913,327,413,El censo de <strong>Tortosa</strong> es <strong>14287</strong> y ha participado un <strong>69%</strong>
toses,Toses,7579,5188,351,141,El censo de <strong>Toses</strong> es <strong>19020</strong> y ha participado un <strong>70%</strong>
tossa-de-mar,Tossa de Mar,8323,4563,187,421,El censo de <strong>Tossa de Mar</strong> es <strong>19276</strong> y ha participado un <strong>70%</strong>
tremp,Tremp,9101,5699,176,495,El censo de <strong>Tremp</strong> es <strong>20605</strong> y ha participado un <strong>75%</strong>
ulla,Ullà,8519,5114,209,180,El censo de <strong>Ullà</strong> es <strong>19585</strong> y ha participado un <strong>72%</strong>
ullastrell,Ullastrell,7428,4693,352,391,El censo de <strong>Ullastrell</strong> es <strong>18453</strong> y ha participado un <strong>70%</strong>
ullastret,Ullastret,7626,5305,426,404,El censo de <strong>Ullastret</strong> es <strong>17132</strong> y ha participado un <strong>80%</strong>
ulldecona,Ulldecona,7473,4567,315,270,El censo de <strong>Ulldecona</strong> es <strong>15835</strong> y ha participado un <strong>80%</strong>
ulldemolins,Ulldemolins,9204,5745,500,499,El censo de <strong>Ulldemolins</strong> es <strong>21617</strong> y ha participado un <strong>74%</strong>
ultramort,Ultramort,7555,5031,295,353,El censo de <strong>Ultramort</strong> es <strong>18028</strong> y ha participado un <strong>73%</strong>
urus,Urús,9607,5409,397,257,El censo de <strong>Urús</strong> es <strong>20302</strong> y ha participado un <strong>77%</strong>
vacarisses,Vacarisses,8160,3946,421,435,El censo de <strong>Vacarisses</strong> es <strong>18657</strong> y ha participado un <strong>69%</strong>
vall-de-cardos,Vall de Cardós,7985,5431,382,231,El censo de <strong>Vall de Cardós</strong> es <strong>18102</strong> y ha participado un <strong>77%</strong>
vallbona-d-anoia,Vallbona d'Anoia,8312,3666,329,172,El censo de <strong>Vallbona d'Anoia</strong> es <strong>16656</strong> y ha participado un <strong>75%</strong>
vallbona-de-les-monges,Vallbona de les Monges,6481,4415,377,255,El censo de <strong>Vallbona de les Monges</strong> es <strong>14655</strong> y ha participado un <strong>79%</strong>
vallcebre,Vallcebre,6590,3363,415,144,El censo de <strong>Vallcebre</strong> es <strong>14535</strong> y ha participado un <strong>72%</strong>
vallclara,Vallclara,7928,4992,166,414,El censo de <strong>Vallclara</strong> es <strong>16673</strong> y ha participado un <strong>81%</strong>
vallfogona-de-balaguer,Vallfogona de Balaguer,9506,3920,217,282,El censo de <strong>Vallfogona de Balaguer</strong> es <strong>18331</strong> y ha participado un <strong>76%</strong>
vallfogona-de-ripolles,Vallfogona de Ripollès,8918,3533,484,391,El censo de <strong>Vallfogona de Ripollès</strong> es <strong>18411</strong> y ha participado un <strong>72%</strong>
vallfogona-de-riucorb,Vallfogona de Riucorb,8734,3163,262,481,El censo de <strong>Vallfogona de Riucorb</strong> es <strong>16385</strong> y ha participado un <strong>77%</strong>
vallgorguina,Vallgorguina,5859,3550,113,310,El censo de <strong>Vallgorguina</strong> es <strong>15760</strong> y ha participado un <strong>62%</strong>
vallirana,Vallirana,8432,3467,439,440,El censo de <strong>Vallirana</strong> es <strong>17450</strong> y ha participado un <strong>73%</strong>
vall-llobrega,Vall-llobrega,7009,3016,378,470,El censo de <strong>Vall-llobrega</strong> es <strong>15695</strong> y ha participado un <strong>69%</strong>
vallmoll,Vallmoll,8731,4162,483,253,El censo de <strong>Vallmoll</strong> es <strong>16884</strong> y ha participado un <strong>81%</strong>
vallromanes,Vallromanes,9639,5079,400,261,El censo de <strong>Vallromanes</strong> es <strong>19530</strong> y ha participado un <strong>79%</strong>
valls,Valls,7779,4631,293,419,El censo de <strong>Valls</strong> es <strong>18795</strong> y ha participado un <strong>70%</strong>
vandellos-i-l-hospitalet-de-l-infant,Vandellòs i l'Hospitalet de l'Infant,9549,5268,291,261,El censo de <strong>Vandellòs i l'Hospitalet de l'Infant</strong> es <strong>19765</strong> y ha participado un <strong>78%</strong>
veciana,Veciana,9285,3862,199,425,El censo de <strong>Veciana</strong> es <strong>18866</strong> y ha participado un <strong>73%</strong>
ventallo,Ventalló,7453,4787,169,474,El censo de <strong>Ventalló</strong> es <strong>17969</strong> y ha participado un <strong>72%</strong>
verdu,Verdú,9809,3781,434,184,El censo de <strong>Verdú</strong> es <strong>20048</strong> y ha participado un <strong>71%</strong>
verges,Verges,8816,4709,328,438,El censo de <strong>Verges</strong> es <strong>19972</strong> y ha participado un <strong>72%</strong>
vespella-de-gaia,Vespella de Gaià,5892,3245,231,378,El censo de <strong>Vespella de Gaià</strong> es <strong>13679</strong> y ha participado un <strong>71%</strong>
vic,Vic,8772,3786,359,178,El censo de <strong>Vic</strong> es <strong>17988</strong> y ha participado un <strong>73%</strong>
vidra,Vidrà,7905,3496,236,156,El censo de <strong>Vidrà</strong> es <strong>17516</strong> y ha participado un <strong>67%</strong>
vidreres,Vidreres,9323,4458,386,175,El censo de <strong>Vidreres</strong> es <strong>19087</strong> y ha participado un <strong>75%</strong>
vielha-e-mijaran,Vielha e Mijaran,7567,5044,429,318,El censo de <strong>Vielha e Mijaran</strong> es <strong>17092</strong> y ha participado un <strong>78%</strong>
vilabella,Vilabella,6013,3274,499,327,El censo de <strong>Vilabella</strong> es <strong>15809</strong> y ha participado un <strong>64%</strong>
vilabertran,Vilabertran,7251,5881,220,461,El censo de <strong>Vilabertran</strong> es <strong>18235</strong> y ha participado un <strong>76%</strong>
vilablareix,Vilablareix,7225,3560,239,318,El censo de <strong>Vilablareix</strong> es <strong>17268</strong> y ha participado un <strong>66%</strong>
vilada,Vilada,9218,4685,211,431,El censo de <strong>Vilada</strong> es <strong>18923</strong> y ha participado un <strong>77%</strong>
viladamat,Viladamat,9364,3284,110,345,El censo de <strong>Viladamat</strong> es <strong>18030</strong> y ha participado un <strong>73%</strong>
viladasens,Viladasens,9303,5189,477,270,El censo de <strong>Viladasens</strong> es <strong>20280</strong> y ha participado un <strong>75%</strong>
viladecans,Viladecans,5377,5854,466,413,El censo de <strong>Viladecans</strong> es <strong>18042</strong> y ha participado un <strong>67%</strong>
viladecavalls,Viladecavalls,5134,5735,496,172,El censo de <strong>Viladecavalls</strong> es <strong>15055</strong> y ha participado un <strong>77%</strong>
vilademuls,Vilademuls,6971,4814,313,111,El censo de <strong>Vilademuls</strong> es <strong>16705</strong> y ha participado un <strong>73%</strong>
viladrau,Viladrau,9937,3700,393,203,El censo de <strong>Viladrau</strong> es <strong>18333</strong> y ha participado un <strong>78%</strong>
vilafant,Vilafant,5265,4364,489,204,El censo de <strong>Vilafant</strong> es <strong>13973</strong> y ha participado un <strong>74%</strong>
vilafranca-del-penedes,Vilafranca del Penedès,9821,4293,444,152,El censo de <strong>Vilafranca del Penedès</strong> es <strong>18776</strong> y ha participado un <strong>78%</strong>
vilagrassa,Vilagrassa,8416,4074,457,368,El censo de <strong>Vilagrassa</strong> es <strong>17362</strong> y ha participado un <strong>77%</strong>
vilajuiga,Vilajuïga,6015,3678,219,489,El censo de <strong>Vilajuïga</strong> es <strong>14882</strong> y ha participado un <strong>70%</strong>
vilalba-dels-arcs,Vilalba dels Arcs,8240,4973,476,106,El censo de <strong>Vilalba dels Arcs</strong> es <strong>19536</strong> y ha participado un <strong>71%</strong>
vilalba-sasserra,Vilalba Sasserra,6771,5145,483,137,El censo de <strong>Vilalba Sasserra</strong> es <strong>17448</strong> y ha participado un <strong>72%</strong>
vilaller,Vilaller,7702,4757,324,381,El censo de <strong>Vilaller</strong> es <strong>18396</strong> y ha participado un <strong>72%</strong>
vilallonga-de-ter,Vilallonga de Ter,6310,3754,201,230,El censo de <strong>Vilallonga de Ter</strong> es <strong>16285</strong> y ha participado un <strong>64%</strong>
vilallonga-del-camp,Vilallonga del Camp,7703,4992,452,248,El censo de <strong>Vilallonga del Camp</strong> es <strong>18992</strong> y ha participado un <strong>71%</strong>
vilamacolum,Vilamacolum,8763,3436,124,330,El censo de <strong>Vilamacolum</strong> es <strong>16592</strong> y ha participado un <strong>76%</strong>
vilamalla,Vilamalla,8895,3105,500,443,El censo de <strong>Vilamalla</strong> es <strong>16122</strong> y ha participado un <strong>80%</strong>
vilamaniscle,Vilamaniscle,9045,5267,215,305,El censo de <strong>Vilamaniscle</strong> es <strong>18066</strong> y ha participado un <strong>82%</strong>
vilamos,Vilamòs,9739,5749,364,315,El censo de <strong>Vilamòs</strong> es <strong>21287</strong> y ha participado un <strong>76%</strong>
vilanant,Vilanant,9929,5769,118,299,El censo de <strong>Vilanant</strong> es <strong>21000</strong> y ha participado un <strong>77%</strong>
vilanova-de-bellpuig,Vilanova de Bellpuig,9545,4463,121,192,El censo de <strong>Vilanova de Bellpuig</strong> es <strong>19427</strong> y ha participado un <strong>74%</strong>
vilanova-de-la-barca,Vilanova de la Barca,9855,3799,143,147,El censo de <strong>Vilanova de la Barca</strong> es <strong>19057</strong> y ha participado un <strong>73%</strong>
vilanova-de-l-aguda,Vilanova de l'Aguda,5343,4671,366,384,El censo de <strong>Vilanova de l'Aguda</strong> es <strong>15455</strong> y ha participado un <strong>70%</strong>
vilanova-de-meia,Vilanova de Meià,7699,5615,185,254,El censo de <strong>Vilanova de Meià</strong> es <strong>18734</strong> y ha participado un <strong>73%</strong>
vilanova-de-prades,Vilanova de Prades,6728,3097,382,120,El censo de <strong>Vilanova de Prades</strong> es <strong>15088</strong> y ha participado un <strong>68%</strong>
vilanova-de-sau,Vilanova de Sau,8959,4125,256,347,El censo de <strong>Vilanova de Sau</strong> es <strong>18221</strong> y ha participado un <strong>75%</strong>
vilanova-de-segria,Vilanova de Segrià,6272,5786,202,157,El censo de <strong>Vilanova de Segrià</strong> es <strong>16352</strong> y ha participado un <strong>76%</strong>
vilanova-del-cami,Vilanova del Camí,5519,5003,407,402,El censo de <strong>Vilanova del Camí</strong> es <strong>14365</strong> y ha participado un <strong>79%</strong>
vilanova-del-valles,Vilanova del Vallès,9358,5440,409,490,El censo de <strong>Vilanova del Vallès</strong> es <strong>20840</strong> y ha participado un <strong>75%</strong>
vilanova-d-escornalbou,Vilanova d'Escornalbou,6002,4990,467,149,El censo de <strong>Vilanova d'Escornalbou</strong> es <strong>16388</strong> y ha participado un <strong>71%</strong>
vilanova-i-la-geltru,Vilanova i la Geltrú,9270,3133,446,207,El censo de <strong>Vilanova i la Geltrú</strong> es <strong>16322</strong> y ha participado un <strong>80%</strong>
vilaplana,Vilaplana,5980,5796,445,453,El censo de <strong>Vilaplana</strong> es <strong>16321</strong> y ha participado un <strong>78%</strong>
vila-rodona,Vila-rodona,7059,5895,148,272,El censo de <strong>Vila-rodona</strong> es <strong>18336</strong> y ha participado un <strong>73%</strong>
vila-sacra,Vila-sacra,6727,4314,433,133,El censo de <strong>Vila-sacra</strong> es <strong>17473</strong> y ha participado un <strong>66%</strong>
vila-sana,Vila-sana,5052,3390,165,378,El censo de <strong>Vila-sana</strong> es <strong>12385</strong> y ha participado un <strong>73%</strong>
vila-seca,Vila-seca,7179,3942,203,338,El censo de <strong>Vila-seca</strong> es <strong>15816</strong> y ha participado un <strong>74%</strong>
vilassar-de-dalt,Vilassar de Dalt,7408,4057,114,196,El censo de <strong>Vilassar de Dalt</strong> es <strong>15939</strong> y ha participado un <strong>74%</strong>
vilassar-de-mar,Vilassar de Mar,6000,3844,405,294,El censo de <strong>Vilassar de Mar</strong> es <strong>15265</strong> y ha participado un <strong>69%</strong>
vilaur,Vilaür,7916,4623,271,206,El censo de <strong>Vilaür</strong> es <strong>18648</strong> y ha participado un <strong>70%</strong>
vilaverd,Vilaverd,6560,5291,265,161,El censo de <strong>Vilaverd</strong> es <strong>16053</strong> y ha participado un <strong>76%</strong>
vilobi-del-penedes,Vilobí del Penedès,5060,4736,484,164,El censo de <strong>Vilobí del Penedès</strong> es <strong>14378</strong> y ha participado un <strong>73%</strong>
vilobi-d-onyar,Vilobí d'Onyar,6101,3404,375,216,El censo de <strong>Vilobí d'Onyar</strong> es <strong>14771</strong> y ha participado un <strong>68%</strong>
vilopriu,Vilopriu,5603,5735,294,100,El censo de <strong>Vilopriu</strong> es <strong>15624</strong> y ha participado un <strong>75%</strong>
vimbodi-i-poblet,Vimbodí i Poblet,7604,3080,142,326,El censo de <strong>Vimbodí i Poblet</strong> es <strong>14285</strong> y ha participado un <strong>78%</strong>
vinaixa,Vinaixa,9578,4844,354,409,El censo de <strong>Vinaixa</strong> es <strong>18403</strong> y ha participado un <strong>83%</strong>
vinebre,Vinebre,6725,5487,483,183,El censo de <strong>Vinebre</strong> es <strong>18169</strong> y ha participado un <strong>71%</strong>
vinyols-i-els-arcs,Vinyols i els Arcs,8898,4598,293,379,El censo de <strong>Vinyols i els Arcs</strong> es <strong>19199</strong> y ha participado un <strong>74%</strong>
viver-i-serrateix,Viver i Serrateix,8185,3355,342,143,El censo de <strong>Viver i Serrateix</strong> es <strong>16370</strong> y ha participado un <strong>73%</strong>
xerta,Xerta,5486,3469,124,133,El censo de <strong>Xerta</strong> es <strong>12905</strong> y ha participado un <strong>71%</strong>
demarcacion-barcelona,Demarcación Barcelona,7026,3713,163,126,El censo de <strong>Demarcación Barcelona</strong> es <strong>14036</strong> y ha participado un <strong>79%</strong>
demarcacion-tarragona,Demarcación Tarragona,9248,3611,469,337,El censo de <strong>Demarcación Tarragona</strong> es <strong>17787</strong> y ha participado un <strong>77%</strong>
demarcacion-lleida,Demarcación Lleida,8559,4732,395,490,El censo de <strong>Demarcación Lleida</strong> es <strong>19179</strong> y ha participado un <strong>74%</strong>
demarcacion-girona,Demarcación Girona,7628,5022,127,223,El censo de <strong>Demarcación Girona</strong> es <strong>17479</strong> y ha participado un <strong>74%</strong>
demarcacion-aran,Demarcación Aran,8816,4466,252,460,El censo de <strong>Demarcación Aran</strong> es <strong>17850</strong> y ha participado un <strong>78%</strong>
catalunya,CATALUNYA,9730,3053,434,143,El censo de <strong>CATALUNYA</strong> es <strong>19059</strong> y ha participado un <strong>70%</strong>
